a,replicate_number,x,gen,d_allele_freq, exp_d_allele_freq, dd_freq, exp_dd_freq, dwt_freq, exp_dwt_freq, wtwt_freq, exp_wtwt_freq
0.08,1,0.47,88,0.96875,0.975214,0.9375,0.951346,0.0625,0.0477378,0.0,0.000916624
0.08,1,0.5,88,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1,0.54,88,1.0,0.955037,0.578947,1.0,0.0,0.0,0.0,0.0
0.08,1,0.47,89,0.988372,0.990889,0.976744,0.981905,0.0232558,0.0179695,0.0,0.000125837
0.08,1,0.5,89,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1,0.54,89,0.962963,1.01621,1.25,0.942331,0.1,0.0563787,0.0,0.00129072
0.08,1,0.47,90,0.969697,0.97598,0.939394,0.952821,0.0606061,0.0463177,0.0,0.000861564
0.08,1,0.5,90,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1,0.54,90,0.969388,0.96787,1.39394,0.952339,0.0909091,0.0467816,0.0,0.000879353
0.08,1,0.47,91,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1,0.5,91,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1,0.54,91,0.888889,1.00796,0.518519,0.82719,0.148148,0.160843,0.0,0.0119674
0.08,1,0.47,92,0.925926,0.939712,0.851852,0.884666,0.148148,0.110092,0.0,0.00524246
0.08,1,0.5,92,0.977273,0.982069,0.954545,0.964621,0.0454545,0.0348959,0.0,0.000483054
0.08,1,0.54,92,0.921053,0.896322,0.727273,0.877088,0.136364,0.116945,0.0,0.00596659
0.08,1,0.47,93,0.966667,0.973528,0.933333,0.9481,0.0666667,0.0508559,0.0,0.00104384
0.08,1,0.5,93,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1,0.54,93,1.0,0.904894,1.90909,1.0,0.0,0.0,0.0,0.0
0.08,1,0.47,94,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1,0.5,94,0.985714,0.988788,0.971429,0.977767,0.0285714,0.0220431,0.0,0.000190157
0.08,1,0.54,94,0.944444,1.02412,0.914286,0.913486,0.114286,0.083587,0.0,0.00292672
0.08,1,0.47,95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1,0.5,95,0.983333,0.9869,0.966667,0.974059,0.0333333,0.0256814,0.0,0.000259094
0.08,1,0.54,95,1.0,0.932785,0.833333,1.0,0.0,0.0,0.0,0.0
0.08,1,0.47,96,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1,0.5,96,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1,0.54,96,0.931818,1.02942,1.31034,0.893832,0.206897,0.101737,0.0,0.00443105
0.08,1,0.47,97,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1,0.5,97,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1,0.54,97,1.0,0.9177,1.5,1.0,0.0,0.0,0.0,0.0
0.08,1,0.47,98,0.95122,0.960894,0.902439,0.924038,0.097561,0.0737124,0.0,0.00225007
0.08,1,0.5,98,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1,0.54,98,1.0,1.0,0.677419,1.0,0.0,0.0,0.0,0.0
0.08,1,0.47,99,0.944444,0.95528,0.888889,0.913486,0.111111,0.083587,0.0,0.00292672
0.08,1,0.5,99,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1,0.54,99,0.97561,1.01073,2.05263,0.962031,0.105263,0.0374123,0.0,0.000556731
0.08,1,0.47,100,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1,0.5,100,0.981481,0.985428,0.962963,0.971176,0.037037,0.0285041,0.0,0.000320127
0.08,1,0.54,100,1.0,0.970322,0.592593,1.0,0.0,0.0,0.0,0.0
