a,replicate_number,x,gen,d_allele_freq, exp_d_allele_freq, dd_freq, exp_dd_freq, dwt_freq, exp_dwt_freq, wtwt_freq, exp_wtwt_freq
0.0688,1,0.5,60,0.9375,0.900569,0.90625,0.814917,0.0625,0.171304,0.03125,0.0137793
0.0688,1,0.54,60,0.652174,0.659193,0.3125,0.456364,0.3125,0.405657,0.09375,0.137979
0.0688,1,0.47,61,0.5,0.77665,0.166667,0.616751,0.666667,0.319797,0.166667,0.0634518
0.0688,1,0.5,61,1.0,0.94948,1.0,0.902675,0.0,0.0936107,0.0,0.00371471
0.0688,1,0.54,61,0.594828,0.675973,2.66667,0.477782,2.33333,0.396382,1.44444,0.125836
0.0688,1,0.47,62,0.5,0.510638,0.294118,0.287234,0.411765,0.446809,0.294118,0.265957
0.0688,1,0.5,62,0.791667,1.0,0.583333,1.0,0.416667,0.0,0.0,0.0
0.0688,1,0.54,62,0.59375,0.614574,1.25,0.401737,0.666667,0.425673,0.75,0.17259
0.0688,1,0.47,63,0.888889,0.510638,0.777778,0.287234,0.222222,0.446809,0.0,0.265957
0.0688,1,0.5,63,0.961538,0.817574,0.923077,0.678666,0.0769231,0.277816,0.0,0.0435176
0.0688,1,0.54,63,0.710526,0.613407,1.53846,0.400353,1.07692,0.426107,0.307692,0.17354
0.0688,1,0.47,64,0.810345,0.907611,0.655172,0.82719,0.310345,0.160843,0.0344828,0.0119674
0.0688,1,0.5,64,0.921053,0.969359,0.842105,0.940111,0.157895,0.0584958,0.0,0.00139276
0.0688,1,0.54,64,0.8125,0.73674,0.526316,0.559462,0.315789,0.354556,0.0,0.0859815
0.0688,1,0.47,65,0.625,0.835486,0.25,0.706821,0.75,0.25733,0.0,0.0358489
0.0688,1,0.5,65,0.823529,0.935561,0.647059,0.877088,0.352941,0.116945,0.0,0.00596659
0.0688,1,0.54,65,0.803571,0.837535,1.05882,0.710084,0.529412,0.254902,0.0588235,0.035014
0.0688,1,0.47,66,0.894737,0.647059,0.789474,0.441176,0.210526,0.411765,0.0,0.147059
0.0688,1,0.5,66,0.885714,0.84796,0.8,0.726823,0.171429,0.242274,0.0285714,0.0309023
0.0688,1,0.54,66,0.733333,0.829023,0.514286,0.696586,0.228571,0.264875,0.114286,0.0385399
0.0688,1,0.47,67,0.789474,0.912764,0.684211,0.836245,0.210526,0.153038,0.105263,0.010717
0.0688,1,0.5,67,0.819444,0.904801,0.694444,0.822279,0.25,0.165045,0.0555556,0.0126763
0.0688,1,0.54,67,0.692308,0.759927,0.166667,0.592384,0.166667,0.335086,0.0277778,0.0725295
0.0688,1,0.47,68,0.795455,0.815453,0.636364,0.675375,0.318182,0.280156,0.0454545,0.0444691
0.0688,1,0.5,68,0.931818,0.844111,0.863636,0.720616,0.136364,0.246991,0.0,0.0323938
0.0688,1,0.54,68,0.6,0.71798,0.181818,0.533545,0.454545,0.36887,0.0454545,0.0975848
0.0688,1,0.47,69,0.740741,0.821229,0.555556,0.684358,0.37037,0.273743,0.0740741,0.0418994
0.0688,1,0.5,69,0.794118,0.9447,0.705882,0.893832,0.176471,0.101737,0.117647,0.00443105
0.0688,1,0.54,69,0.690476,0.620168,0.647059,0.408403,0.411765,0.423529,0.176471,0.168067
0.0688,1,0.47,70,0.705882,0.767383,0.588235,0.603183,0.235294,0.3284,0.176471,0.0684166
0.0688,1,0.5,70,0.892857,0.81994,0.785714,0.682348,0.214286,0.275185,0.0,0.0424669
0.0688,1,0.54,70,0.541667,0.716083,0.25,0.530959,0.428571,0.370247,0.178571,0.0987934
0.0688,1,0.47,71,0.818182,0.731978,0.681818,0.552822,0.272727,0.358311,0.0454545,0.0888668
0.0688,1,0.5,71,0.952381,0.911111,0.904762,0.833333,0.0952381,0.155556,0.0,0.0111111
0.0688,1,0.54,71,0.734375,0.556569,0.714286,0.335663,0.809524,0.441813,0.0,0.222525
0.0688,1,0.47,72,0.772727,0.842918,0.545455,0.718699,0.454545,0.248439,0.0,0.0328623
0.0688,1,0.5,72,0.842857,0.961852,0.685714,0.925847,0.314286,0.0720103,0.0,0.00214316
0.0688,1,0.54,72,0.770833,0.760978,0.371429,0.5939,0.314286,0.334156,0.0,0.0719435
0.0688,1,0.47,73,0.75,0.799133,0.533333,0.650358,0.433333,0.29755,0.0333333,0.052092
0.0688,1,0.5,73,0.902778,0.865985,0.833333,0.756313,0.138889,0.219345,0.0277778,0.0243422
0.0688,1,0.54,73,0.727273,0.797274,0.472222,0.647542,0.388889,0.299464,0.0555556,0.0529939
0.0688,1,0.47,74,0.867647,0.77665,0.735294,0.616751,0.264706,0.319797,0.0,0.0634518
0.0688,1,0.5,74,0.9375,0.919798,0.875,0.848709,0.125,0.142177,0.0,0.00911391
0.0688,1,0.54,74,0.789474,0.753799,0.916667,0.583587,0.666667,0.340426,0.0,0.0759878
0.0688,1,0.47,75,0.816667,0.888635,0.666667,0.794386,0.3,0.188498,0.0333333,0.0171155
0.0688,1,0.5,75,0.95,0.94948,0.9,0.902675,0.1,0.0936107,0.0,0.00371471
0.0688,1,0.54,75,0.816667,0.815453,0.95,0.675375,0.55,0.280156,0.0,0.0444691
0.0688,1,0.47,76,0.9,0.841485,0.866667,0.7164,0.0666667,0.250171,0.0666667,0.0334291
0.0688,1,0.5,76,0.923077,0.959886,0.846154,0.922138,0.153846,0.0754967,0.0,0.00236518
0.0688,1,0.54,76,0.764706,0.841485,0.346154,0.7164,0.307692,0.250171,0.0,0.0334291
0.0688,1,0.47,77,0.84,0.917375,0.76,0.844402,0.16,0.145946,0.08,0.00965251
0.0688,1,0.5,77,0.875,0.937288,0.75,0.880235,0.25,0.114105,0.0,0.00565995
0.0688,1,0.54,77,0.82,0.791241,0.607143,0.63845,0.25,0.305583,0.0357143,0.0559675
0.0688,1,0.47,78,0.583333,0.863341,0.333333,0.751942,0.5,0.222798,0.166667,0.0252605
0.0688,1,0.5,78,0.958333,0.89525,0.916667,0.805725,0.0833333,0.17905,0.0,0.0152253
0.0688,1,0.54,78,0.8125,0.844635,0.277778,0.721459,0.166667,0.246352,0.0,0.0321888
0.0688,1,0.47,79,0.783784,0.602106,0.567568,0.387068,0.432432,0.430076,0.0,0.182855
0.0688,1,0.5,79,0.870968,0.966741,0.741935,0.935119,0.258065,0.0632447,0.0,0.00163677
0.0688,1,0.54,79,0.90625,0.837535,0.419355,0.710084,0.0967742,0.254902,0.0,0.035014
0.0688,1,0.47,80,0.855556,0.809932,0.755556,0.666853,0.2,0.286159,0.0444444,0.0469883
0.0688,1,0.5,80,0.891892,0.891628,0.783784,0.799504,0.216216,0.184248,0.0,0.0162476
0.0688,1,0.54,80,0.75,0.922817,0.351351,0.854096,0.351351,0.137441,0.0,0.0084631
0.0688,1,0.47,81,0.78125,0.877654,0.625,0.775784,0.3125,0.203741,0.0625,0.0204749
0.0688,1,0.5,81,0.921053,0.910261,0.842105,0.831839,0.157895,0.156845,0.0,0.0113164
0.0688,1,0.54,81,0.722222,0.77665,0.131579,0.616751,0.0789474,0.319797,0.0263158,0.0634518
0.0688,1,0.47,82,0.810345,0.807466,0.62069,0.663065,0.37931,0.288802,0.0,0.0481336
0.0688,1,0.5,82,0.891892,0.935561,0.810811,0.877088,0.162162,0.116945,0.027027,0.00596659
0.0688,1,0.54,82,0.783333,0.748674,0.459459,0.576282,0.351351,0.344784,0.0,0.0789341
0.0688,1,0.47,83,0.880952,0.835486,0.761905,0.706821,0.238095,0.25733,0.0,0.0358489
