a,sigma,k,u_hat,outcome
0.012222222,0.01,0.2,0.2,decrease
0.012222222,0.01,0.2,0.2,decrease
0.012222222,0.01,0.2,0.2,decrease
0.012222222,0.01,0.2,0.2,decrease
0.012222222,0.01,0.2,0.2,decrease
0.012222222,0.01,0.2,0.2,decrease
0.012222222,0.01,0.2,0.2,decrease
0.012222222,0.01,0.2,0.2,decrease
0.012222222,0.01,0.2,0.2,decrease
0.012222222,0.01,0.2,0.2,decrease
0.012222222,0.01,0.2,0.2,decrease
0.012222222,0.01,0.2,0.2,decrease
0.012222222,0.01,0.2,0.2,decrease
0.012222222,0.01,0.2,0.2,decrease
0.012222222,0.01,0.2,0.2,decrease
0.012222222,0.01,0.2,0.2,decrease
0.012222222,0.01,0.2,0.2,increase
0.012222222,0.01,0.2,0.2,decrease
0.012222222,0.01,0.2,0.2,decrease
0.012222222,0.01,0.2,0.2,decrease
0.012222222,0.01,0.2,0.2,decrease
0.012222222,0.01,0.2,0.2,decrease
0.012222222,0.01,0.2,0.2,decrease
0.012222222,0.01,0.2,0.2,decrease
0.012222222,0.01,0.2,0.2,decrease
0.012222222,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,increase
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012424242,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012626263,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.012828283,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,decrease
0.013030303,0.01,0.2,0.2,increase
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013232323,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,increase
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013434343,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.013636364,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,increase
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.01,0.01,0.2,0.2,decrease
0.013838384,0.01,0.2,0.2,decrease
0.013838384,0.01,0.2,0.2,decrease
0.013838384,0.01,0.2,0.2,decrease
0.013838384,0.01,0.2,0.2,decrease
0.013838384,0.01,0.2,0.2,decrease
